id,name,price,brand,description,category
132558,Memoria USB Sony Micro Vault X 32GB Azul Pendrive Fnac.es Sony,24.99,,Llave USB: Memoria USB Sony Micro Vault X 32GB Azul Pendrive. 5% de descuento para Socios. Compra la mejor tecnología con las garantías Fnac.,
132887,Sony Micro Vault X Series - USB-Flash-Laufwerk - 16 GB - USB 3.0 -,17.95,,,
134735,MEMORIA 32GB LINE CLÉ SANDISK 3.0 GB DT50/16GB,592.99,Sandisk,,
135577,Barrette mémoire Kingston KINGSTON Carte microSDHC 8Go Class 4 simple pack carte uniquement (MK519280851),16.42,,,
137021,SanDisk - Dual Style OTG 64GB Go Adaptor Go USB,104.99,SanDisk,,
137104,Kingston 16 GB UHS Class 1/Class10 SDHC Flash Memory Card,7.79,,,
137248,SanDisk 64GB Ultra 100MB/Sec microSDHC Card plus SD Adapter | Wex Photo Video,40.99,,,
138209,Clé USB 3.0 SanDisk Ultra Dual Drive 16 Go Noir\n,25.14,Clé,Clé USB 3.0 SanDisk Ultra Dual Drive 16 Go Noir. USB-stick. Connectiviteit : 1 USB 3.0. Standaardkorting van -5% voor leden.,
138968,SANDISK - Micro SD 64GB Extreme per Action Cam + Adat&nbsp;,69.99,,,
139053,SONY CLE GB MEMORIA PLUS 3.1 10 1) VAULT U1,45.99,Sony,,
139434,"+ SD-Adapter MicroSDXC SuperSpeed Class10 USB-flashstation Black Blade LXQD32GCRBEU2933 Lecture Samsung 4G USB MB/s) (64gb,",21.99,Samsung,,
140306,"SanDisk SD - React 128 GB, Zielony flash MB/Sek r440/w400 - in FOTOKSI??K?",46.24,SanDisk,,
143757,SANDISK Cruzer Extreme Pro USB 3.0 128GB pendrive (SDCZ88-128G-G46),42989.0,,,
147114,Sony USM32X - USB Stick - 32 GB - Blau,32.95,,,
147160,"SANDISK microSDHC Ultra Kit 32GB, UHS-I A1/Class 10 (SDSQUAR-032G-GN6MA)",16.99,,,
147392,SDK Ultra A1 MicroSD UHS1 32GB,22.99,,,
148550,Clé USB Sandisk Sandisk clé usb 3.0 32go ultra,9.19,Clé,,
148648,"SANDISK ULTRA MICROSDHC CARTE ULTRA 633X 300MB/S (SDCZ73-128G-G46) 16 ADAPTATEUR UHS-II, USB ADAPTOR UP",9133.99,SanDisk,,
149676,Tarjeta de Memoria Micro SD SAMSUNG 32GB C10 U3 UHS,37.51,,,
149781,"Sandisk Mémoire SDHC Tarjeta 633x USB GB UHS-I, USB lectura con mobil",,Sandisk,,
150663,microsd card sandisk 100mb/s 64gb with uhs-i a1 memory ultra adapter,34.99,,,
152934,minneskort secure digital micro sdhc ultra 98mb/s uhs-1 class 10 + sd-adapter,95.99,,,
153231,SANDISK - Secure Digital Extreme Pro 128GB -,399.0,SANDISK,Card SANDISK Secure Digital Extreme Pro 128GB in offerta su Euronics. Approfitta degli sconti e acquista online in pochi clic!,
153920,clé sdcz60-032g-b35 ultra 64go 633x ultra micro achat 64,207.99,,,
155074,"Tarjeta MicroSD Kingston k&aacute;rtya 32Go, Flash + U1 Packaging],LEXAR 128 mo/s + +",20.45,Kingston,,
155976,"PENDRIVE MICRO EXTREME USB CARD - GB MICROSDXC TAPA, MEMORY NEGRO, FLASH MEMORIA",423.99,,,
156056,"SanDisk Scheda di Memoria MicroSDXC UHS-I Classe 10 da 128 GB, con Adattatore SD, fino a 80 MB/sec, Classe 10",56.99,,,
156981,pam??ová karta sandisk micro sdxc ultra android 64gb uhs-i u1 (100r/10w) + adapter ?erná,1322.99,,,
158341,TARJETA EXTREME M3.0 SANDISK CLASSE 32 8 CARD 100MB/S PROFESSIONAL,56.99,Sandisk,,
158654,"kingston pami?ci flair, gb 32 gb (3.1 sd sdhc r130",42.99,Kingston,,
158969,Carte SF16UX EXTREME Professionnelles USB-stick PRO dans USB 3.0 Pro go,9.18,,,
159309,"Kingston Technology Canvas Select, 256 GB, MicroSDXC, Klasse 10, UHS-I, 80 MB/s,",109.76,Kingston,,
160196,Sony SDHC 32GB 100MB/s UHS-II,699.0,,,
160344,"SANDISK Extrem, 64 GB, Micro-SDXC, Speicherkarte, SD-Adapter, 160 MB/s",19.99,,,
160715,SanDisk Ultra 64 GB MicroSDXC UHS-I Memory Card with SD Adapter - Standard Packaging,23.68,,,
161575,Sony XQD KARTE G-SERIE 64GB,139.9,,,
161701,Karta Extreme Select G-SERIE 128 - Reader 32GO Blauw - Cameras,39.0,,,
161827,Tarjeta MicroSD Sandisk Extreme Pro 128GB Fnac.es Sandisk,59.99,,"Tarjeta MicroSD Sandisk Extreme Pro 128GB. Tarjeta Micro SD / TransFlash. Capacidad : 128 GB. Características : Compatibilidad: smartphones Android, cámaras de acción o drones y lector de tarjeta MobileMate® USB 3.0 microSD. Extras : La tarjeta incluye ladescarga del software de recuperación de datos RescuePRO Deluxe. Tipo de Memoria : microSDXC. 5% de descuento permanente para Socios y envío gratis.",
164475,lexar sd 16gb react microsdxc zilver 32 32gb 300mb/s unità to,2570.99,Lexar,,
165297,"90MB/S, 10 SDXC (SDSDXVF-128G-GNCIN) EXTREME 128GB U3/CLASS SANDISK UHS-I",77.99,,,
166290,Karta pami?ci Sandisk ultra SDHC 16GB 80MB/S C10 MICRO+ADAPTER,59.0,,,
166462,Clé USB Toshiba USB 2.0 32GB - USB 20. 32GB (4219864),18.9,,,
167972,Usb-Stick USB Kingston 128 carte 16GB SDHC - zwart SD SDHC jusqu'à,11.99,Kingston,,
168279,"Pami?? USB SONY Micro Vault 64 GB Czarny USM64WE3, Pami?ci przeno?ne",269.0,,,
170627,Lexar - LSDMI32GBBEU633A - High-Performance microSDHC 633x 32Go UHS-I Cartes avec un Adaptateur SD,21.99,,,
170939,SanDisk Ultra microSDHC 32 GB UHS-I U1 Class 10 A1 + SD Adapter,14.5,,,
172345,Pendrive SANDISK Go Tarjeta flash 3.0 3.0 CL Pami?ci UHS-IUS con Type /,90.9,SANDISK,,
172465,"Carte - Memoria DataTraveler 32 Class - microSDHC - up File U3, ?erná",17.29,,,
173092,"SanDisk 32 GB MicroSDHC Memory Card Only (Label May Change) - Frustration-Free Packaging,SanDisk,SDSDQ-032G-FFP",9.99,,,
173785,SanDisk SDCZ60-032G-B35 Cruzer Glide USB Flash Drive USB 2.0 - 32 GB,11.19,,,
174746,SANDISK ULTRA DUAL DRIVE USB 3.0 16GB OTG 130MB/S,,,,
177138,SanDisk Extreme SDXC 64GB 90MB/s UHS-I Memory Card,59.99,SanDisk,SanDisk Extreme SDXC 64GB 90MB/s UHS-I Memory Card,
177332,"SONY karta Micro 64 USB-Flash-Laufwerk 64GB USB drive microSDXC sdc10g2/128GB 1) SD SD Type-A/Type-C,",27.91,SONY,,
177908,\nTARJETA MICRO SD 32 GB SONY 100MB/SG C/ADAPT SD \nmarca: SONY,12.0,,,
178360,Sony SDDD2-032G-G46 Line UHS microSDHC 32 10 95MB/s 3.0 sd High Duo,19990.0,Sony,Saber,
179139,Sony USB Clé Imaging USB-flashstation FLAIR UHS jusqu'à 128 (LSD32GCRBEU2000R) - Class 100 de 80MB/s (MK401227560) rayon,24.52,Sony,,
179226,Tarjeta Lexar MicroSDHC + adaptador SD (lectura de 633x) de 64 GB ipec discount Lexar,17.49,,Tarjeta Lexar MicroSDHC + adaptador SD (lectura de 633x) de 64 GB. Tarjeta Micro SD / TransFlash. Descuento del 5% permanente y envío gratis para Socios.,
180022,SanDisk Extreme 32GB microSDHC 90MB\/s,29.9,,,
180045,EXTREME UHS-I MICRO Class GB Negro LJDS70-32GABEU microSDXC SD Basic - Kingston,172.99,Kingston,,
182698,"Carte SD Pro SDXC FIT Type-A 8 C10 Gen1 UHS-I 64Go - MB/Sek,",4190.0,,,
185623,SANDISK MEMORY STICK PRO 128MB - MEMORIA FLASH FNAC.ES,,,,
186415,"SANDISK Ultra SDHC Speicherkarte, 16 GB, 80 MB/s, UHS Class 1",9.99,,,
186707,Kingston SDSDQUAN-032G-G4A Usb N1 128 300MB/s 10) 128 negro (microSDXC,27.91,Kingston,,
187410,SANDISK MICRO 16GB ULTRA+ADAP 80MB + KUPON o warto?ci 40z? na AB FOTOKSI??K? - Abfoto,39.0,,,
188027,LEXAR SCHEDA 100MB/SEC GB ANDROID FLASH ADAPTER,471.99,LEXAR,,
188278,KINGSTON - CARTE MÉMOIRE FLASH - 32 GO - MICROSDHC UHS-I,,,,
190146,Pam??ová karta Sandisk Micro SDHC UltraAndroid 32GB UHS-I U1 (80R/10W) + adapter,599.0,,,
190971,Karta LEXAR microSDHC 16GB X300 LSDMI16GBB1EU300A,53.56,,,
191035,SANDISK M302-EA 512GB DE UHS-I MICROSDHC 64GB 64GB 32GO,28.99,SanDisk,,
191182,Carte SD Sandisk Sd extreme pro 128 go sdxc 95 mb/s uhs-1 u3 classe 10,67.99,Carte,,
192484,Tesco direct: Kingston 16GB Micro SD SDHC Secure Memory Card UHS-1 CLASS 10 SDC10G2/16GB,10.32,,,
193950,Micro Sd Kingston 32gb Clase 4 + Adaptador,12.0,kingston,,
194726,"Clé USB 3.0 Sony MicroVault GX Super Speed, 16 Go, Rose",,,,
194753,Sony SDXC UHS-II U3 128GB memóriakártya (SFG1M),64990.0,,,
194829,PAMI?? SANDISK CRUZER BLADE 32 GB,39.99,,,
195029,SAMSUNG Geheugenkaart microSDHC PRO+ 32 GB U3 (MB-MD32DA/EU),47.0,SAMSUNG,,
195365,Sandisk SDXC adapter micro Extreme Pro Sandisk met GB,67.99,Sandisk Sandisk Sandisk,,
195904,64GB LINE READ ADAPTER KINGSTON 633X FLASH DISK FIT CAM&NBSP;,,KINGSTON,,
197250,Sony XQD KARTE G-SERIE 128GB,229.9,,,
199372,Tarjeta de memoria Micro SD&nbsp; SANDISK 16GB + Adaptador SD,7.99,,,
202054,Achat Extreme microSDXC 64GB + SD Adapter pour Action Sports Cameras SANDISK dans le rayon Carte SDHC,33.03,,,
203151,USB Flash Sandisk Ultra 64 GB ?ervený,899.0,,,
204527,CARTE MICRO SD LEXAR UHS-II 1000x 32 GO AVEC LECTEUR,49.2,,,
204794,Karta pami?ci SANDISK Extreme microSDXC 128GB 90MB/s Class 10 UHS,355.0,Karta,,
205615,SANDISK Extreme Pro SDHC/SDXC UHS-I-kaart 32 GB 95 MB/s,29.99,,,
205721,Sony G Series 128GB UHS-II 299 MB/Sec SDHC Card,349.0,,,
206722,"TARJETA DE MEMORIA - SANDISK - EXTREME, 128 GB 128GB SDXC UHS-I CLASE 10",47.99,SanDisk,,
206874,Memoria Sd 16gb Sdhc Kingston Clase 4,9.83,kingston,,
207108,"SanDisk Ultra microSDXC 64GB Kit, UHS-I, Class 10",49.9,,,
207326,memoria adaptador ultra 80mb/s microsdxc 128gb con sandisk,42.99,,,
207982,"Tarjeta de memoria SanDisk Ultra Imaging microSDHC de 16 GB con adaptador SD con hasta 98 MB/s y Class 10, U1, A1, Gris y rojo: Sandisk: Amazon.es: Informática",9.99,,,
208557,"Clé USB 3.0 Sony MicroVault GX Super Speed, 32 Go, Noire",,,,
210972,Clés USB Sandisk Cruzer Blade 16 Go,,,,
211197,"Pen Drive 32 GB SanDisk Ultra USB 3.0 Blue SDCZ48 - 032 g-u46b [SDCZ48 - 032 g-u46b],SanDisk,0619659157920",8.99,,,
212447,"SanDisk Extreme 128 GB SDXC Memory Card up to 90 MB/s, Class 10, U3, V30, FFP,SanDisk,SDSDXVF-128G-GNCIN",56.99,,,
212945,Sandisk microSDXC-Card Ultra Android microSDXC 128GB A1 UHS-I + SD Adapter,59.99,,,
214436,SanDisk microSDXC 64GB Ultra mobil,40.45,"SanDisk""",,
215468,"SanDisk Extreme Scheda di Memoria MicroSDXC da 64 GB, fino a 90 MB/sec, Classe 10, U3",,,,
215534,"SONY SF-32U Flash-Speicherkarte, 32 GB",27.95,,,
220385,Sony Micro SDHC 16GB UHS-I + Adaptér,390.0,,,
220972,GO POUR DIGITAL VIOLET MÃ©MOIRE 32 MICRO SECURE XPERIA KINGSTON MÉMOIRE BARRETTE X J ST26I CARTE KINGSTON,19.99,Barrette,,
220991,Kingston SDC10G2/128GB - Tarjeta microSD de 128GB (clase 10 UHS-I 45MB/s) con adaptador SD,49.24,,,
223513,Pendrive SanDisk 32GB Ultra Dual Drive m3.0 150MB/s,59.0,,,
223885,sony sf-g1ux2,121.99,,,
224258,Canvas Go! SDHC microCard 32GB Kingston,30.2,KINGSTON TECHNOLOGY,,
227814,Karta pami?ci SANDISK Ultra 64 GB microSDXC UHS,94.99,Karta,,
228364,"SANDISK Extreme&reg;, Micro-SDXC Speicherkarte, 128 GB, 100 MB/s",69.99,,,
229389,KARTA PAMI?CI SANDISK EXTREME SDHC 32GB,45.99,Karta,,
229418,SanDisk USB Line Edge Pendrive 16 4 - GB0 Flash UHS-I Red Jetzt Rescue Tarjeta,34.9,SanDisk,,
230437,"Sony 10 U3/Class Classic Classe - Flash X, Wex Versand Lecteur",108.99,Sony,,
230915,Karta LEXAR microSD 64GB X1000 microSDHC UHS,259.0,Karta,,
231903,SanDisk MicroSDXC 128GB UHS-I Class 10,2149.0,,,
232007,Pam??ová karta Sandisk Micro SDXC Ultra Android 64GB UHS-I U1 (100R/10W) + adapter ?erná,999.0,,,
232737,Kingston DataTraveler microDUO 64GB USB 3.0 \- microUSB,99.99,,,
233669,"Carte Mémoire MicroSDXC SanDisk Extreme 128 Go + Adaptateur SD jusqu'à 100 Mo/s, Classe 10, U3, V30, A1",,,,
233775,SanDisk SDHC Speicherkarte Extreme 16GB 90MB/sec.,24.9,,,
235448,SanDisk Extreme PRO 32 GB - Scheda di Memoria SDHC Classe 10,31.99,,,
235634,\nTARJETA LJDC20m-64GBBEUK Ultra GB MSD G4 USB Mo/S classe,39990.0,,,
236100,SanDisk Extreme microSDXC UHS-I U3 4K 64GB,179.99,,,
236806,Karta JumpDrive SD Memoria 256GB Go gut sandisk 3.1 10 Class,9.9,sandisk,,
237804,Carte Extreme Series microSDXC Canvas Flash USB Drive Class Wit Fnac.es USB,100.81,,,
237877,Achat MICRO SD EVO PLUS Classe 10 - 128 Go Samsung dans le rayon Carte Micro SD,56.0,,,
239185,SanDisk Ultra 64GB microSDXC,139.99,,,
239275,"Sandisk Extreme Pro, microSD, 64GB, MicroSDHC, UHS-I, Class 3, Schwarz, Rot",66.78,Sandisk,,
241530,SanDisk SDSDQX-016G-U46A Tarjeta de memoria SDHC+adaptador SD de 16 GB rojo y dorado: Amazon.es: Informática,19.99,,,
242702,"SanDisk Ultra 128GB microSDXC Memory Card + SD Adapter with A1 App Performance up to 100MB/s, Class 10, U1 - FFP",42.99,,,
242720,Sandisk SDHC Extreme (16GB) 2-Pack Speicherkarte,25.99,Sandisk,,
242770,SanDisk 64GB Extreme Pro 280MB/s UHS-II SDXC Card,159.0,,,
243072,SANDISK - Unità Flash Ultra Dual USB 3.0 32GB&nbsp;Bianco,19.9,,,
243550,SANDISK MicroSDXC Extreme pro 64GB k&aacute;rtya + adapter (173428),24989.0,,,
243680,"Pami?? SANDISK CRUZER GLIDE 16GB, Pami?ci przeno?ne",39.99,,,
244270,"SanDisk MicroSDXC 64 Go 64 Go microSDXC Class 10 Carte Mémoire Flash - de mémoire (64gb, microSDXC, multicolore, Class 10)",36.55,,,
244482,Karta pami?ci SANDISK Extreme SDXC 64GB,129.9,Karta,,
244609,SONY SDXC CARD 64GB SF-G UHS-II U3 4K 300MB/SEC,199.8,,,
245272,sandisk sdsqxxg-128g-gn6ma 128gb microsdxc uhs-i 3 memoria flash - memoria flash en fnac.es,,,,
245448,"Sony pami?ci microSDHC 300x SDHC Adapatador 45MB/s Go Speicherkarte, 94 (USB Red con",38.84,Sony,,
245733,SANDISK Geheugenkaart microSDXC Ultra 64 GB Class 10 (173477),31.99,SANDISK,,
246017,SanDisk 32GB Extreme Pro 280MB/s UHS-II SDHC Card,79.99,,,
246405,Kingston Technology DataTraveler SE9 G2 128GB - Pendrive / Memoria USB Mercado Actual Kingston Technology,31.99,,Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.,
247075,Karta pami?ci Sandisk SDHC 32GB extreme pro 95MB/S UHS-I,88.0,,,
247753,Pen Drive 32 GB Sandisk Ultra USB 3.0 Azul sdcz48 - 032 g-u46b [sdcz48 - 032 g-u46b]: Amazon.es: Electrónica,23.39,,,
248130,"SANDISK Ultra microSDHC Kit 32GB, 98MB/s, UHS-I A1/Class 10",28.99,,,
248242,"SanDisk Micro SDXC Memory Card &quot;Extreme Pro&quot;, 64 GB, V30, UHS-I, 95MB/s + Adapter",53.88,,,
248488,"Sandisk Ultra 3.0 Ultra 256GB GB Go 8 128GB Original GoPro, Speicherkarte",39.9,Sandisk,,
249620,Pam??ová karta Sandisk Micro SDXC Extreme Pro 64GB UHS-I U3 (100R/90W) + adapter ?erná,1302.0,,,
250204,SanDisk SDSQUAR-128G-GN6IA Carte mémoire SDHC Classe 10 128 Go (Nouvelle Version),50.72,,,
250234,Kingston DataTraveler SE9 G2 128GB DTSE9G2/128GB - USB klí?,1139.0,,,
251398,SANDISK USB 3.0 Cruzer Ultra 32 GB,,,,
251459,Tesco direct: Sandisk Extreme 128GB MicroSDXC UHS-I Class 10 memory card,96.8,,,
253998,Pendrive SANDISK Extreme PRO 3.1 128GB,114.99,,,
254514,"Carte mémoire pour Sony Xperia Z3 - Kingston 32 Go microSDHC Class 4 adaptateur SD inclus - puce de mémoire, extension de mémoire.",,,,
255074,sony32gb Professional - 32GB 10 GB m3.0 DT101 Adaptateur Pro 3.0 SD\n A1 (64 le,12.95,,,
256836,SanDisk SDSQUAR-032G-GN6IA Carte mémoire SDHC Classe 10 32 Go (Nouvelle Version),16.97,,,
259369,"carte de sd extreme 3.1 bis - flash mb/sek, - usb",37.99,,,
260662,Memoria SanDisk MicroSDHC 64GB Extreme,61.99,SanDisk,,
262315,"Lexar LSDMI64GB1EU300A - Tarjeta de memoria microSD de 64 GB (con hasta 45 MB/s, Clase 10 UHS-I, velocidad de 300x)",23.99,,,
263574,Pendrive Sandisk Ultra Dual USB Drive 3.0 32 GB,15.9,SanDisk,,
264867,Memoria 32GB 90MB/s React Secure GB R440 3.0 -,117.0,,,
265276,Tarjeta SDHC SanDisk Ultra 32 GB en Fnac.es,12.99,,,
265357,"sandisk microsdxc ultra kit 200gb, uhs-i a1/class 10 (sdsquar-200g-gn6ma)",109.99,,,
265930,SanDisk Ultra microSDHC 16GB 48MB/s UHS-I Class10 + Adapter (SDSDQUIN-016G-G4) + KUPON o warto?ci 40z? na AB FOTOKSI??K? - Abfoto,,,,
266166,SanDisk Extreme PRO 16 GB SDHC UHS-I Memory Card - Frustation-Free Packaging,,,,
266701,Karta pami?ci Lexar micro SDHC 32GB x633 C10 z czytnikiem,99.0,,,
266803,SANDISK MICRO VAULT SDXC UHS 512GB SD V30 GO USM64GXP TARJETA SEULE CLÉS,86.99,SanDisk,,
266834,Memoria Lexar microSDHC High Speed 32GB sin adaptador,17.99,,,
267100,Kingston microSDHC Canvas Select 16 GB UHS-I + SD adaptér,229.0,,,
267753,sandisk - plus class 10 sd 32 memory ultra card gb,20.99,,,
269194,SanDisk 64GB Ultra 100MB/Sec microSDHC Card plus SD Adapter | Wex Photo Video,40.99,,,
269442,Lexar SD 256GB 1000X PROFESSIONAL SDHC UHS-II (LSD256CRBEU1000) +KUPON PREMIUM -50% na AB FOTOKSI??K? - Abfoto,1.0,,,
270234,SanDisk Cruzer Glide 32GB,16.95,,,
272535,"sandisk ultra microsdxc kit 128gb, 100mb/s, uhs-i a1/class",18.99,SANDISK,,Startseite > Computer + Software > Speichermedien > SD Karten
273998,Sandisk Extreme 128GB MicroSDXC UHS-I Klasse 10 flashgeheugen,124.98,SANDISK,,
275551,Kingston USB Pro SE9 32GB 10 Clase - U3 - Classe (con U1 Allant,62.9,Kingston,,
275842,SANDISK Secure Digital HC 32GB,71.99,,,
275953,"SanDisk Ultra microSDHC 16GB Kit, UHS-I, Class 10",14.9,,,
276098,"toshiba transmemory u202 flash drive 16 gb (vit) - minneskort,",132.99,,,
277300,Sandisk ULTRA 128GB USB3.0 FLASH DRIVE (SDCZ48-128G-GTV46) en Fnac.es,,,,
277472,LEXAR Scheda Flair 100MB/Sec GB Android flash Adapter,490.0,LEXAR,,
277799,SONY 32GB XQD FLASH MEMORY CARD - M SERIES ( READ 440MB/S AND 150MB/S),,,,
277899,SanDisk Cruzer Blade - USB-Flash-Laufwerk - 16 GB,9.95,,,
277977,"SANDISK Ultra microSDXC Kit 128GB, 100MB/s, UHS-I A1/Class 10",39.99,,,
281490,"SanDisk Ultra MICROSDHC carte Ultra 633x 300MB/s (SDCZ73-128G-G46) 16 Adaptateur UHS-II, USB adaptor up",15990.0,SanDisk,,
282062,Pendrive Memoria USB 3.0 Sandisk Ultra dual 16GB Es Media Sandisk,14.51,,Llave USB: Pendrive Memoria USB 3.0 Sandisk Ultra dual 16GB. 5% de descuento para Socios. Compra la mejor tecnología con las garantías Fnac.,
283733,"PENDRIVE BLANCO TOSHIBA WHITE, U202 16GB TRANSMEMORY 2.0, USB",,,,
284732,CARTE MICRO SD LEXAR UHS-II 1000x 64 GO AVEC LECTEUR,90.0,,,
284848,"
                            Karta pami?ci Sandisk ULTRA SDHC 32 GB 80MB/s C10 UHS-I
",69.0,,,
285002,tesco direct: 4gb extreme microsdx card class 10 uhs-1/u3 to 90mb/s memory card grey -,40.99,,,
285187,"SANDISK Ultra® Micro-SD, Micro-SDXC Speicherkarte, 128 GB, 100 MB/s, Class 10",46.99,,,
285779,"Sony,Sony,Sony SR16UYA - Tarjeta MicroSD de 16 GB (UHS-I, clase 10, 40 MB/s), color negro,Sony France Ree,SR-16UY3",11.9,,,
286254,Tesco direct: Lexar microSDHC UHS-I cards 32GB Class 10 memory card,28.18,,,
286393,KINGSTON - FLASH-SPEICHERKARTE (MICROSDXC-AN-SD-ADAPTER,35.99,,,
287100,sdisk extr pr sdxc 300mb 64gb,72.99,,,
287919,Tesco pami?ci 32GB ultra GB 2.0 USB Drive 90 MODEL) Tarjetas,13.49,,SDK,
287984,"Sony SF8U Scheda SD HC, UHS-I, Classe 10, 8 GB, Nero",,,,
288345,300/260MB/S SD EXTREME PRO 32GB UHS-II HC U3 CL10,,,,
288998,Kingston SDCA3/64GB Carte MicroSDHC/SDXC UHS-I U3 90R/80W (SDCA3) avec Adaptateur SD,42.22,,,
289790,kingston securedigital micro 8gb cardclass 4,5.99,KINGSTON,,
291101,"Kingston SDCS/32GB - MicroSD Canvas Select 32 GB, velocidades de UHS-I Clase 10 de hasta 80 MB/s lectura (con adaptador SD): Amazon.es: Electrónica",11.43,,,
291742,Lexar High-Performance 32GB Class 10 UHS-I 300x Speed (45MB/s) MicroSDHC Flash Memory Card with SD Card Adapter,,,,
291903,KINGSTON KARTA SD 64GB CARTE 90 ADAPTADOR GO + G4,,Kingston,,
292157,"SANDISK - 32 Go Carte microSD Extreme avec Adaptateur SD | Idéal pour les Caméras d'Action & Drones | Design Durable | Incl. Logiciel de Récupération Facile Des Fichiers - RescuePRO Deluxe,SanDisk,SDSQXAF-032G-GN6MA",21.06,,,
292592,"Sandisk Extreme PRO, 128 GB, 128 GB, SDXC, Klasse 10, UHS-II, Schwarz",272.87,Sandisk,,
292675,Tarjeta de Professional (256GB) 16GB - Card OTG,,,SanDisk,
293684,SANDISK Cruzer Ultra Flair USB 3.0 pendrive 64GB (139789) (SDCZ73-064G-G46),14999.0,,,
294014,Sony - carte mémoire flash - 8 Go - SDHC UHS-I,,,,
294765,"karta pami?ci sandisk microsdxc extreme pro 128gb 95mb/s c10 u3 v30, karty pami?ci",593.99,Karta,,
294834,"SanDisk Ultra 16GB microSDHC Memory Card + SD Adapter with A1 App Performance up to 98MB/s, Class 10, U1",8.99,,,
294988,"carte sd pro sdxc fit type-a 8 c10 gen1 uhs-i 64go - mb/sek,",2688.99,,,
295547,sandisk transmemory 16gb 64gb 2.0 schwarz/rot 32 es,35.99,SANDISK,,
296401,"Carte Mémoire MicroSDXC SanDisk Extreme 64 Go + Adaptateur SD jusqu\'à 100 Mo/s, Classe 10, U3, V30, A1,SanDisk,SDSQXAF-064G-GN6MA",41.49,,,
297190,SanDisk micro mémoire EXTREME 64G Go\n 32 (SDSQXAF-064G-GN6MA) - et 8 Foto,160.99,SanDisk,,
297657,Sony SD Glide Professional SDHC GB U3 Card - en UHS-1,15.99,Sony,Saber,
297758,"CARTE DIGITAL GB SANDISK SDHC/SDXC 64GB 64 (DTSE9G2/128GB) LSDMI128BBEU633A (3.1 U3, VIE 4K WITH",15.99,Sandisk,SDXC,
299083,Tesco direct: Sandisk SDDD3-064G-G46 64GB USB 3.0 (3.1 Gen 1) Type-A Grey flash drive,33.15,,,
299369,Sony 8GB UHS-1 microSDHC Card with SD Adapter,13.99,,,
300125,Kingston XQD 300x - Card USB microSDHC GB SDHC 300x + flash,199.0,Kingston,Lexar,
300421,kingston usb plus 512 geheugenkaart usb 32gb- 10 carte |,45.99,Kingston,,
300829,"sony extreme sr16uxa, 128 carte uhs-i class blanc 3.0, + v30 pink 10, memoria fnac.es",9.99,Sony,,
300854,Carte Mémoire MicroSDHC SanDisk 16 Go Classe 4 (SDSDQ-016G-FFP),7.27,,,
301114,Sony 64GB MicroVault SuperSpeed USB 3.1 Flash Memory Drive - High Speed X Series USM64GXP (110MB/s Transfer speed) - Pink,41.93,,,
301277,SanDisk Ultra - carte mémoire flash - 16 Go - microSDHC UHS-I,,,,
301458,Karta microSDHC 32GB Class 10 UHS,125.99,,,
302139,Memoria USB - Sandisk - Extreme GO 64GB USB 3.0 (3.1 Gen 1) Tipo A Negro,35.94,SanDisk,,
302181,SanDisk Ultra USB 32GB,15.9,SanDisk SanDisk,,Home > Computer e Smart Home > Periferiche PC e Accessori
302426,Samsung Speicherstick G 32Gb UHS-I USB-Stick microSD de Chiavetta sdhc,57.99,Samsung,,
302931,Pendrive direct: SDXC X GB PRO SD 2.0 Sddd3-128G-G46 MINIPRICE,24.9,,,
303238,"SanDisk SD Externe USB PRO microSD (SDCZ48-128G-GTV46) 32 - 3 AB U3 Gen 10, INC,LJDV30-64GABEU de",12.99,SanDisk,,
303510,Pendrive 16gb USB 3.1 Kingston Dt50 Verde Aleju Kingston,8.13,,Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.,
303852,SanDisk Ultra micro SDHC 80MB/s Class 10 Speicherkarte + Adapter &quot;Android&quot; 32GB,23.93,Sandisk,,
303856,"SANDISK microSDXC Ultra Kit 128GB, UHS-I A1/Class 10 (SDSQUAR-128G-GN6MA)",24.99,SANDISK,,Startseite > Computer + Software > Speichermedien > SD Karten
304202,Tarjeta de Memoria MicroSDHC SANDISK 32GB Card+SD Adaptador,13.11,,,
304974,"carte sd usb uhs-i clé speicherkarte flash digital line zapisu 150 - mb/s, zu nero",76.99,Kingston,,
305865,Ultra micro SDXC A1 - 64 GB,49.98,SANDISK,,
306672,Sandisk Micro SD Ultra 64GB en Fnac.es,,,,
307606,SANDISK EXTREME PRO SDXC 128GB 95MB/S,55.99,,,
309659,- reader select 128 blauw extreme cameras 32go karta - g-serie,21.99,,,
309730,Pendrive Kingston DataTravelerMicroDuo 64GB Micro USB3 OTG,30.34,KINGSTON,,
310718,"Samsung USB Blade SuperSpeed USB-flashstation - MicroSDXC Black LXQD32GCRBEU2933 + 4G Class10 Lecture SD-Adapter MB/s) (64gb,",19.99,Samsung,,
310853,Disco Duro Externo SANDISK V30 U3 256GB,188.99,,,
